1,1,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
2,1,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
3,2,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
4,2,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
5,3,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
6,3,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
7,4,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
8,4,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
9,5,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
10,5,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
11,6,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
12,6,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
13,7,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
14,7,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
15,8,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
16,8,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
17,9,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
18,9,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
