1,1,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
2,1,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,jinback.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
3,2,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,kamikaze.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
4,2,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cosmo.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
5,4,パリジャン・ブロンド,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,pari.jpg,ダークラム:20,オレンジキュラソー:20,生クリーム:20,,
6,4,プラチナ・ブロンド,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,pura.jpg,ホワイトラム:20,ホワイトキュラソー:20,生クリーム:20,,
7,5,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
8,5,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
9,6,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
10,7,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
11,7,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
12,7,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
13,8,カミカゼ,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
14,8,コスモポリタン,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
15,9,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:40,ホワイトキュラソー:10,ライムジュース:10,,
16,9,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ウォッカ:30,ホワイトキュラソー:10,クランベリージュース:10,ライムジュース:10,
17,9,ジン・バック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,トニックウォーター:45,ビーフィータージン:15,,,
18,9,ジン・トニック,カクテルの説明hogehogehogehogehogehogehogehogehogehogehoge,cocktail.jpg,ビーフィータージン:45,ジンジャーエール:30,フレッシュレモンジュース:20,,
